pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_orbsmax,pl_eqt,st_teff,st_rad,st_mass,sy_dist
"Kepler-207 d","Kepler-207","Transit",2014,5.86807500000,3.31000000,11.00000000,0.0680000000,1254.00,5920.00,1.588000,1.313000,875.51900000
"Kepler-1767 b","Kepler-1767","Transit",2021,59.65829849000,3.01299077,9.34000000,0.2873000000,393.00,5243.00,0.831000,0.887000,820.50600000
"Kepler-1889 b","Kepler-1889","Transit",2021,37.30369949000,2.94360686,8.98000000,0.2082000000,493.00,5646.00,0.817000,0.864000,1395.13000000
"WASP-81 b","WASP-81","Transit",2017,2.71647620000,16.01766100,231.69807000,0.0390800000,1623.00,5870.00,1.283000,1.080000,398.50500000
"Kepler-1190 b","Kepler-1190","Transit",2016,10.45843441000,1.33000000,2.33000000,0.0845000000,609.00,4730.00,0.720000,0.760000,342.50900000
"DMPP-6 c","DMPP-6","Radial Velocity",2026,36.44100000000,3.74000000,13.47000000,0.2206000000,715.27,6182.09,1.270000,1.079000,54.63030000
"DMPP-2 c","DMPP-2","Radial Velocity",2026,3.16800000000,8.26000000,51.79000000,0.0478900000,1910.88,6500.00,1.780000,1.410000,137.94000000
"DMPP-8 b","DMPP-8","Radial Velocity",2026,62.91500000000,10.80000000,81.09000000,0.3098000000,579.70,6009.00,1.240000,0.990000,76.13350000
"GJ 887 e","GJ 887","Radial Velocity",2026,4.42490000000,1.12000000,1.46000000,0.0417000000,544.00,3688.00,0.468000,0.495000,3.28679000
"CoRoT-27 b","CoRoT-27","Transit",2014,3.57532000000,11.28700000,3302.11000000,0.0476000000,1500.00,5900.00,1.080000,1.050000,1010.28000000
"Kepler-1431 b","Kepler-1431","Transit",2016,5.86601526000,1.47000000,2.76000000,0.0648000000,1064.00,5806.00,1.030000,1.030000,1623.24000000
"HD 21411 b","HD 21411","Radial Velocity",2019,84.28800000000,9.52000000,65.90000000,0.3620000000,408.17,5605.00,0.825605,0.890000,29.13280000
"HD 106906 b","HD 106906","Imaging",2013,,12.40000000,3496.00000000,650.0000000000,1800.00,6516.00,2.123510,1.500000,103.02900000
"K2-237 b","K2-237","Transit",2018,2.18053332000,16.06246934,434.15360396,0.0355200000,1759.00,6180.00,1.236000,1.256000,314.99500000
"Kepler-413 b","Kepler-413","Transit",2014,66.26200000000,4.34700000,67.00000000,0.3553000000,334.96,4700.00,0.776100,0.820000,847.53600000
"Kepler-1804 b","Kepler-1804","Transit",2021,12.28849983000,1.59615726,3.18000000,0.1017000000,913.00,5109.00,1.671000,0.929000,434.45600000
"Kepler-821 b","Kepler-821","Transit",2016,1.92279873000,1.31000000,2.27000000,0.0290000000,1215.00,5191.00,0.800000,0.840000,614.57100000
"Kepler-160 c","Kepler-160","Transit",2014,13.69942900000,3.76000000,13.60000000,0.1192000000,771.00,5471.00,1.118000,1.003000,937.01300000
"Kepler-1075 b","Kepler-1075","Transit",2016,1.52372816000,1.42000000,2.60000000,0.0208000000,818.00,3959.00,0.540000,0.560000,291.27500000
"Kepler-106 d","Kepler-106","Transit",2014,23.98020000000,0.95000000,8.10000000,0.1606300000,649.00,5858.00,1.040000,1.000000,444.32200000
"TIC 183374187 b","TIC 183374187","Transit",2026,5.05907000000,14.03364384,177.98390792,,1379.00,5768.00,1.344000,0.853000,1208.75000000
"Kepler-919 b","Kepler-919","Transit",2016,11.04603384000,2.25000000,5.69000000,0.0981000000,869.00,6113.00,1.210000,1.150000,1119.87000000
"Kepler-450 d","Kepler-450","Transit",2015,7.51464000000,0.83700000,17.60000000,0.0827000000,1199.00,6197.21,1.641620,1.190000,455.98200000
"Kepler-51 d","Kepler-51","Transit",2014,130.19400000000,9.70000000,7.60000000,0.5090000000,381.00,6018.00,0.940000,1.040000,783.83100000
"K2-186 b","K2-186","Transit",2018,41.47421900000,3.17207779,10.20000000,,,5784.00,0.980830,1.018617,330.73900000
"HD 73344 b","HD 73344","Transit",2024,15.61100000000,2.88400000,10.48000000,0.1310000000,911.00,6252.60,1.220000,1.200000,35.26000000
"HATS-69 b","HATS-69","Transit",2018,2.22525770000,10.59250500,183.38791000,0.0321100000,1295.70,5137.00,0.878500,0.892000,414.53700000
"WASP-36 b","WASP-36","Transit",2011,1.53736596000,14.87434300,750.39663000,0.0267700000,1733.00,5959.00,0.985000,1.081000,386.34600000
"Kepler-1783 b","Kepler-1783","Transit",2021,8.27744007100,1.31946731,2.30000000,0.0759500000,1088.00,5129.00,1.781000,0.887000,264.07800000
"HD 115954 b","HD 115954","Radial Velocity",2021,3700.00000000000,12.60000000,2685.65003915,5.0000000000,144.90,5957.00,1.213000,1.180000,87.64370000
"LHS 1678 c","LHS 1678","Transit",2021,3.69428400000,0.94100000,1.40000000,0.0327000000,510.90,3490.00,0.329000,0.345000,19.87820000
"Kepler-189 b","Kepler-189","Transit",2014,10.39993100000,1.21000000,1.92000000,0.0880000000,678.00,5235.00,0.750000,0.803000,591.53400000
"TOI-1634 c","TOI-1634","Radial Velocity",2022,103.00000000000,,,,,3472.00,0.450000,0.451000,35.27360000
"Kepler-556 b","Kepler-556","Transit",2016,11.72292176000,2.24000000,5.65000000,0.0983300000,766.00,5740.00,0.980000,1.000000,674.59800000
"Kepler-109 c","Kepler-109","Transit",2014,21.22265000000,2.65000000,8.20000000,0.1546000000,859.00,5950.00,1.387000,1.094000,474.86100000
"K2-316 c","K2-316","Transit",2020,5.26000000000,1.83000000,4.01000000,0.0582000000,423.00,3436.00,0.379000,0.408000,112.48600000
"GJ 393 b","GJ 393","Radial Velocity",2021,7.02679000000,1.17000000,1.71000000,0.0540200000,485.00,3579.00,0.426000,0.426000,7.03149000
"HD 108236 f","HD 108236","Transit",2021,29.54115000000,2.01700000,4.72000000,0.1758000000,609.59,5660.00,0.877000,0.869000,64.59780000
"TIC 9344899 b","TIC 9344899","Transit",2026,8.58215660000,9.16000000,6170.00000000,0.0815000000,923.00,5800.00,1.060000,0.980000,532.22800000
"DMPP-3 A b","DMPP-3 A","Radial Velocity",2019,5.59000000000,1.44000000,2.67000000,0.0595800000,854.00,5138.00,0.910000,0.900000,46.89170000
"TOI-5789 d","TOI-5789","Radial Velocity",2026,29.65000000000,1.91000000,4.29000000,0.1756000000,545.00,5185.00,0.833000,0.821000,20.45810000
"Kepler-101 c","Kepler-101","Transit",2014,6.02976000000,1.25000000,3.78000000,0.0684000000,1413.00,5667.00,1.560000,1.170000,927.98100000
"Kepler-1108 b","Kepler-1108","Transit",2016,4.51005748000,1.46000000,2.73000000,0.0511000000,1063.00,5406.00,0.840000,0.880000,767.70100000
"Kepler-2001 c","Kepler-2001","Transit",2023,14.09258318900,1.82000000,3.97000000,0.1084000000,597.00,5081.00,0.770000,0.864000,776.55000000
"XO-1 b","XO-1","Transit",2006,3.94153000000,12.77826000,263.79890000,0.0488000000,1210.00,5750.00,0.880000,0.880000,163.55300000
"Kepler-1154 b","Kepler-1154","Transit",2016,5.18561420000,2.34000000,6.08000000,0.0631000000,1314.00,6327.00,1.430000,1.260000,1460.10000000
"Kepler-837 b","Kepler-837","Transit",2016,16.56059504000,2.56000000,7.08000000,0.1144000000,701.00,5403.00,0.810000,0.850000,901.90700000
"K2-88 b","K2-88","Transit",2016,4.61220000000,1.23000000,2.04000000,0.0345000000,464.60,3537.00,0.256000,0.258000,110.56100000
"TOI-1839 c","TOI-1839","Transit",2026,4.02393854207,2.40867246,6.39000000,,,5315.91,0.848099,0.934000,116.08600000
"Kepler-140 b","Kepler-140","Transit",2014,3.25427000000,1.61000000,3.22000000,0.0450000000,1301.00,6077.00,1.288000,1.044000,583.85900000
"Kepler-328 b","Kepler-328","Transit",2013,34.92100000000,2.30000000,28.50000000,0.2199000000,602.00,6064.00,1.060000,1.150000,2213.19000000
"Kepler-625 b","Kepler-625","Transit",2016,7.75192492000,1.99000000,4.62000000,0.0813700000,852.00,5789.00,0.960000,1.040000,760.70800000
"HD 217107 c","HD 217107","Radial Velocity",2005,5138.70000000000,12.90000000,1388.91013859,5.9220000000,123.27,5622.00,1.224500,1.045000,20.06190000
"Kepler-427 b","Kepler-427","Transit",2014,10.29099400000,13.79000000,92.17000000,0.0910000000,1100.00,5800.00,1.350000,0.960000,1017.80000000
"Kepler-1874 b","Kepler-1874","Transit",2021,56.57320023000,2.21110724,5.52000000,0.2633000000,356.00,4701.00,0.775000,0.758000,408.00700000
"HD 15906 c","HD 15906","Transit",2023,21.58329800000,2.93000000,8.91000000,0.1410000000,532.00,4757.00,0.762000,0.790000,45.56210000
"Kepler-1688 b","Kepler-1688","Transit",2020,5.62012000000,1.26174569,2.13000000,0.0577000000,772.00,4632.11,0.746000,0.814000,567.44687087
"Kepler-1182 b","Kepler-1182","Transit",2016,11.17394617000,2.41000000,6.39000000,0.0981000000,796.00,5924.00,1.050000,1.040000,1545.39000000
"Kepler-1678 b","Kepler-1678","Transit",2020,147.97400000000,3.30422249,10.90000000,0.5302000000,329.00,5754.00,0.834976,1.030000,847.33900000
"HD 93385 c","HD 93385","Radial Velocity",2021,13.18000000000,2.56000000,7.10000000,0.1120000000,937.43,5977.00,1.184840,1.040000,43.34750000
"TOI-5634 A b","TOI-5634 A","Transit",2024,2.20353730000,10.42000000,588.00000000,0.0272000000,837.00,3896.00,0.540000,0.556000,306.14400000
"TOI-871 b","TOI-871","Transit",2024,14.36256500000,1.66400000,3.41000000,0.1054000000,621.00,4929.00,0.719000,0.758000,68.04730000
"GJ 251 c","GJ 251","Radial Velocity",2025,53.64700000000,1.80000000,3.88000000,0.1960000000,216.00,3342.00,0.360000,0.350000,5.58057000
"Kepler-511 c","Kepler-511","Transit",2021,26.62949944000,4.20964327,16.50000000,0.1717700000,742.00,5866.00,1.417000,0.958000,651.99900000
"Kepler-1191 b","Kepler-1191","Transit",2016,5.60014851000,1.51000000,2.89000000,0.0587000000,952.00,5308.00,0.810000,0.850000,955.53600000
"Kepler-1125 b","Kepler-1125","Transit",2016,17.67006420000,1.84000000,4.04000000,0.1348000000,778.00,5683.00,0.940000,0.950000,2011.41000000
"TOI-4527.01","TOI-4527","Transit",2024,0.39944450000,0.90866170,0.68900000,0.0083323530,1362.93,3702.00,0.485948,0.483901,18.10370000
"TOI-883 b","TOI-883","Transit",2026,10.05771848538,7.17166228,40.70000000,,861.00,5713.15,1.014770,1.003000,102.63700000
"Kepler-247 c","Kepler-247","Transit",2014,9.43945200000,4.09000000,15.70000000,0.0840000000,686.00,5100.00,0.768000,0.887000,663.71100000
"HD 181433 d","HD 181433","Radial Velocity",2008,6896.10000000000,13.20000000,858.13669890,6.7400000000,81.19,4918.00,0.790000,0.860000,26.87620000
"Kepler-1997 b","Kepler-1997","Transit",2023,26.75758660000,2.28000000,5.82000000,0.1815000000,660.00,6215.00,1.052000,1.111000,1502.34000000
"HD 98219 b","HD 98219","Radial Velocity",2011,433.80000000000,13.40000000,624.21812000,1.2600000000,453.77,4925.00,4.600000,1.410000,113.70400000
"Kepler-281 c","Kepler-281","Transit",2014,36.33737300000,5.31000000,161.12400000,0.2150000000,513.00,5723.00,0.899000,0.950000,1745.45000000
"alf Ari b","alf Ari","Radial Velocity",2010,380.80000000000,13.40000000,572.07000000,1.2000000000,747.22,4553.00,13.900000,1.500000,20.21019000
"K2-70 b","K2-70","Transit",2016,13.97896000000,2.89000000,8.70000000,0.1112000000,783.99,5622.00,0.930000,0.940000,232.96400000
"Kepler-759 b","Kepler-759","Transit",2016,41.80598500000,2.27000000,5.77000000,0.2329000000,533.00,5860.00,1.040000,1.040000,1073.48000000
"HIP 8152 c","HIP 8152","Transit",2023,19.60562000000,2.52442508,10.70000000,0.1390000000,650.68,5618.00,0.960300,0.937300,101.69400000
"TOI-4329 b","TOI-4329","Transit",2022,2.92230000000,16.81347105,143.02278315,,2027.12,6000.00,2.310000,1.538000,717.12800000
"Kepler-171 c","Kepler-171","Transit",2014,11.46346200000,2.56000000,7.08000000,0.0980000000,752.00,5642.00,0.839000,0.978000,863.85500000
"Kepler-136 b","Kepler-136","Transit",2014,11.57890000000,2.05000000,19.80000000,0.1060000000,951.00,6165.00,1.355000,1.204000,420.81800000
"CoRoT-7 d","CoRoT-7","Radial Velocity",2022,8.96600000000,4.31000000,17.14200000,,,5250.00,0.838900,0.915000,159.90600000
"Kepler-1577 b","Kepler-1577","Transit",2016,6.30560247000,1.13000000,1.51000000,0.0657000000,1125.00,4862.00,0.740000,0.780000,510.02900000
"TOI-942 c","TOI-942","Transit",2020,10.15627200000,4.67000000,794.57500000,0.0859800000,772.63,4969.00,0.894000,0.822000,152.60100000
"HD 86264 b","HD 86264","Radial Velocity",2009,1488.79123000000,12.50000000,3117.26101586,2.7630000000,247.01,6210.00,1.880000,1.260000,67.81070000
"TOI-1680 b","TOI-1680","Transit",2023,4.80263450000,1.46600000,2.75000000,0.0314400000,404.00,3225.00,0.210600,0.179800,37.22090000
"Kepler-244 d","Kepler-244","Transit",2014,20.05040100000,2.31000000,15.20000000,0.1400000000,622.00,5554.00,0.803000,0.933000,1036.49000000
"TOI-2093 b","TOI-2093","Radial Velocity",2025,12.83600000000,3.25000000,10.60000000,0.0970000000,535.00,4426.00,0.729000,0.745000,82.79820000
"HD 27894 b","HD 27894","Radial Velocity",2005,18.01939000000,14.10000000,196.73578393,0.1250000000,627.88,4875.00,0.891767,0.810000,43.82140000
"K2-272 b","K2-272","Transit",2018,14.45367560000,3.13000000,9.96000000,0.1007000000,747.00,5397.00,0.830000,0.860000,423.06500000
"Kepler-835 b","Kepler-835","Transit",2016,11.41909375000,2.79000000,8.20000000,0.1070000000,921.00,5954.00,1.110000,1.080000,2406.33000000
"TIC 150070085 b","TIC 150070085","Transit",2026,10.47423000000,3.62000000,12.80000000,,945.06,5999.00,1.086000,1.160000,204.36800000
"TOI-1883 b","TOI-1883","Transit",2024,4.50800000000,5.65000000,13.70000000,0.0423000000,544.00,3554.00,0.506000,0.495000,115.36900000
"Kepler-146 c","Kepler-146","Transit",2014,76.73217100000,3.13000000,9.96000000,0.3640000000,473.00,5948.00,1.208000,1.079000,716.79700000
"Kepler-166 b","Kepler-166","Transit",2014,7.65025400000,2.27000000,5.77000000,0.0720000000,772.00,5413.00,0.742000,0.811000,603.53000000
"HATS-11 b","HATS-11","Transit",2016,3.61918800000,18.03000000,263.79890000,0.0507000000,1596.00,6563.00,1.540000,1.330000,944.60300000
"2MASS J01225093-2439505 b","2MASS J01225093-2439505","Imaging",2013,,11.20900000,7786.50000000,52.0000000000,1600.00,3530.00,0.366450,0.400000,33.82810000
"HD 153950 b","HD 153950","Radial Velocity",2008,499.39999000000,13.20000000,937.59850000,1.2800000000,295.30,6124.00,1.280000,1.250000,48.45490000
"Kepler-1341 b","Kepler-1341","Transit",2016,132.99683220000,2.99000000,9.22000000,0.4726700000,241.00,4662.00,0.720000,0.790000,476.95700000
"TOI-5704 b","TOI-5704","Transit",2023,3.77111600000,3.22740000,10.50000000,,949.07,4590.00,0.757500,0.730000,89.63700000
"TOI-4562 c","TOI-4562","Transit Timing Variations",2024,3990.00000000000,12.80000000,1833.86990839,5.2190000000,138.11,6096.00,1.152000,1.192000,339.60500000
"Kepler-524 b","Kepler-524","Transit",2016,7.97419807000,1.91000000,4.31000000,0.0795500000,974.00,6014.00,1.100000,1.090000,1058.24000000
"TOI-1859 b","TOI-1859","Transit",2023,63.48347000000,9.75181321,68.60000000,0.3370000000,615.00,6341.00,1.360000,1.287000,224.38500000
"Kepler-973 b","Kepler-973","Transit",2016,49.60773310000,1.96000000,4.50000000,0.2489000000,402.00,5213.00,0.780000,0.860000,328.52000000
"Kepler-1451 b","Kepler-1451","Transit",2016,35.62223300000,3.35000000,11.20000000,0.2101000000,523.00,5782.00,0.990000,1.000000,1058.72000000
"Kepler-112 b","Kepler-112","Transit",2014,8.40887800000,2.36000000,6.17000000,0.0760000000,809.00,5544.00,0.841000,0.782000,513.20600000
"HD 23127 b","HD 23127","Radial Velocity",2006,1211.17000000000,13.50000000,485.32641000,2.3700000000,223.40,5843.00,1.490000,1.208000,93.85550000
"K2-273 b","K2-273","Transit",2018,11.71956630000,3.05000000,9.53000000,0.0729000000,849.00,5161.00,0.850000,0.890000,308.10500000
"Kepler-291 c","Kepler-291","Transit",2014,5.70078600000,1.88000000,4.19000000,0.0650000000,1035.00,6002.00,1.016000,1.023000,1786.48000000
"EPIC 206215704 b","EPIC 206215704","Transit",2019,2.25543600000,1.00000000,0.97200000,,,3297.00,0.250000,0.407000,109.88800000
"K2-316 b","K2-316","Transit",2020,1.13300000000,1.33000000,2.33000000,0.0147000000,841.00,3436.00,0.379000,0.408000,112.48600000
"Kepler-613 b","Kepler-613","Transit",2016,15.77979614000,2.29000000,5.86000000,0.1232000000,713.00,5723.00,0.960000,0.980000,861.49400000
"K2-211 b","K2-211","Transit",2018,0.66956100000,1.33162691,2.33000000,0.0141900000,1873.00,5117.00,0.818000,0.851000,272.29700000
"TOI-6016 b","TOI-6016","Transit",2024,4.02368700000,13.67495645,371.85923619,0.0550000000,1890.00,6110.00,1.510000,1.310000,364.71500000
"HD 106270 b","HD 106270","Radial Velocity",2011,1888.00000000000,12.40000000,3623.24383980,3.3400000000,237.07,5509.00,2.660000,1.390000,93.80800000
"TOI-4030 b","TOI-4030","Transit",2026,2.50900199461,5.84625590,28.80000000,,1384.00,5640.37,0.991737,0.980000,571.61500000
"Kepler-1920 b","Kepler-1920","Transit",2021,30.25410080000,2.95415848,9.03000000,0.2043000000,660.00,6277.00,1.161000,1.239000,885.91300000
"CoRoT-14 b","CoRoT-14","Transit",2010,1.51214000000,12.22000000,2415.40000000,0.0270000000,1952.00,6035.00,1.210000,1.130000,1744.60000000
"HD 215497 b","HD 215497","Radial Velocity",2009,3.93404000000,,1588.82420659,0.0500000000,1015.96,5110.00,0.850000,0.670000,40.54680000
"HD 220197 b","HD 220197","Radial Velocity",2018,1728.00000000000,9.32000000,63.56600000,2.7290000000,164.22,5683.00,0.980000,0.910000,64.41100000
"TOI-5720 b","TOI-5720","Transit",2024,1.43445550000,1.09000000,4.30000000,0.0182880000,708.00,3325.00,0.383000,0.383000,35.82560000
"Kepler-203 d","Kepler-203","Transit",2014,11.32972000000,1.44000000,33.90000000,0.1000000000,855.00,5821.00,1.114000,1.060000,703.30200000
"TIC 161045582 b","TIC 161045582","Transit",2026,8.85577189959,2.24566738,5.67000000,,,5683.87,1.079760,1.040000,162.24600000
"Kepler-1171 b","Kepler-1171","Transit",2016,1.44259224000,2.56000000,7.08000000,0.0284000000,2700.00,7044.00,1.950000,1.580000,573.00000000
"HD 65216 b","HD 65216","Radial Velocity",2003,577.60000000000,13.60000000,411.58985000,1.3010000000,222.56,5612.00,0.880000,0.874000,35.12050000
"HD 154345 b","HD 154345","Radial Velocity",2006,3280.00000000000,13.70000000,376.94449070,4.1580000000,119.21,5468.00,0.850000,0.890000,18.28400000
"Teegarden's Star d","Teegarden's Star","Radial Velocity",2024,26.13000000000,0.95400000,0.82000000,0.0791000000,159.00,3034.00,0.120000,0.097000,3.83078000
"Qatar-1 b","Qatar-1","Transit",2010,1.42002420000,12.81188700,411.27202000,0.0233200000,1418.00,5013.00,0.803000,0.838000,185.61500000
"TOI-908 b","TOI-908","Transit",2023,3.18379200000,3.18600000,16.13700000,0.0416570000,1317.00,5626.00,1.028000,0.950000,175.74800000
"HD 185283 b","HD 185283","Radial Velocity",2023,4060.00000000000,13.60000000,413.17692910,4.6000000000,93.97,4848.00,0.743303,0.800000,31.39500000
"HD 12661 c","HD 12661","Radial Velocity",2002,1708.00000000000,13.20000000,899.45439181,2.8145000000,174.06,5748.00,1.110000,1.020000,37.84780000
"HD 175167 b","HD 175167","Radial Velocity",2009,1175.00000000000,12.30000000,4703.86042360,2.4000000000,232.03,5635.00,1.750000,1.090000,71.08630000
"HAT-P-31 b","HAT-P-31","Transit",2011,5.00542000000,12.21781000,721.47410000,0.0610000000,1450.00,6065.00,1.390000,1.310000,344.05000000
"Kepler-1475 b","Kepler-1475","Transit",2016,82.17737400000,2.92000000,8.85000000,0.3730000000,441.00,6214.00,1.280000,1.180000,1568.38000000
"K2-133 c","K2-133","Transit",2017,4.86784000000,1.60300000,3.20000000,0.0434100000,570.60,3655.00,0.455000,0.461000,75.17030000
"Kepler-323 b","Kepler-323","Transit",2014,1.67832800000,1.38100000,3.90000000,0.0277800000,1838.00,6004.00,1.120000,1.015000,454.88300000
"Kepler-40 b","Kepler-40","Transit",2010,6.87349000000,13.11000000,699.20000000,0.0800000000,1620.00,6510.00,2.130000,1.480000,2305.01000000
"GJ 896 A b","GJ 896 A","Astrometry",2022,284.39000000000,13.30000000,718.29219982,0.6396500000,126.70,3345.00,0.394682,0.435990,6.26022000
"K2-63 b","K2-63","Transit",2016,20.25700000000,3.22000000,10.50000000,0.1627000000,1033.44,6771.00,1.630000,1.400000,517.53400000
"Kepler-10 c","Kepler-10","Transit",2011,45.29430100000,2.35500000,11.29000000,0.2410000000,579.00,5708.00,1.065000,0.910000,185.50600000
"TOI-2498 b","TOI-2498","Transit",2023,3.73825200000,6.06000000,34.62000000,0.0491000000,1443.00,5905.00,1.260000,1.120000,275.26500000
"WASP-197 b","WASP-197","Transit",2025,5.16722800000,14.44837612,403.32424848,0.0650000000,1665.00,6050.00,2.112000,1.360000,483.67500000
"HD 177565 b","HD 177565","Radial Velocity",2017,44.50500000000,4.00000000,15.10000000,0.2460000000,539.21,5627.00,0.971489,1.000000,16.91790000
"TOI-6651 b","TOI-6651","Transit",2024,5.05697300000,5.09000000,61.00000000,0.0633000000,1493.00,5940.00,1.721000,1.323000,212.12800000
"KOI-351 g","KOI-351","Transit",2013,210.73514000000,7.71800000,15.00000000,0.7170400000,342.00,6031.13,1.185000,1.242000,848.25400000
"Kepler-1931 b","Kepler-1931","Transit",2021,38.57609940000,2.65323514,7.53000000,0.2332900000,619.00,6167.00,1.221000,1.174000,620.09100000
"HIP 74890 b","HIP 74890","Radial Velocity",2016,822.30000000000,13.30000000,762.79200000,2.1000000000,387.66,4850.00,5.770000,1.740000,78.65620000
"Kepler-287 c","Kepler-287","Transit",2014,44.85189600000,3.26000000,66.00000000,0.2460000000,513.00,5806.00,1.032000,0.963000,835.86000000
"Luhman 16 b","Luhman 16 A","Imaging",2017,9697.00000000000,11.90000000,9344.15516580,3.5200000000,,,,0.033800,
"2MASS J21252752-8138278 b","2MASS J21252752-8138278","Imaging",2024,,12.40000000,3813.94088400,7493.0000000000,1616.00,3592.00,0.672832,0.643977,34.11540000
"GJ 180 b","GJ 180","Radial Velocity",2014,17.13300000000,2.43000000,6.49000000,0.0920000000,344.43,3371.00,0.413049,0.430000,11.94070000
"LkCa 15 c","LkCa 15","Imaging",2015,,,,18.6000000000,59.45,4194.00,1.607110,,158.15200000
"Kepler-512 b","Kepler-512","Transit",2016,34.43587975000,2.69000000,7.70000000,0.2139500000,652.00,5997.00,1.300000,1.170000,467.37500000
"HD 191939 e","HD 191939","Radial Velocity",2022,101.12000000000,13.00000000,112.20000000,0.4070000000,390.00,5348.00,0.940000,0.810000,53.60890000
"Kepler-1753 b","Kepler-1753","Transit",2021,16.00460052000,2.22678077,5.59000000,0.1179000000,583.00,5180.00,0.769000,0.860000,707.68800000
"TOI-178 f","TOI-178","Transit",2021,15.23335000000,2.41700000,5.63000000,0.1039000000,521.00,4316.00,0.662000,0.647000,62.69900000
"GJ 3634 b","GJ 3634","Radial Velocity",2010,2.64561000000,2.83000000,8.40000000,0.0287000000,656.45,3517.00,0.430000,0.450000,20.37790000
"K2-318 b","K2-318","Transit",2020,7.01000000000,1.66000000,3.39000000,0.0911000000,456.00,3851.00,0.552000,0.561000,147.86600000
"TYC 8998-760-1 b","TYC 8998-760-1","Imaging",2020,,12.10000000,6928.65927260,146.0000000000,17.82,4573.00,0.953811,1.000000,94.61770000
"Kepler-739 b","Kepler-739","Transit",2016,12.53248465000,3.32000000,11.00000000,0.1054000000,775.00,5601.00,0.900000,0.930000,1370.65000000
"Kepler-415 c","Kepler-415","Transit Timing Variations",2014,8.70800000000,2.01000000,4.70000000,0.0695000000,543.00,4362.00,0.643000,0.670000,530.48700000
"Kepler-893 b","Kepler-893","Transit",2016,6.33855761000,3.03000000,9.43000000,0.0699000000,1034.00,5820.00,0.990000,1.000000,1285.59000000
"HD 117207 b","HD 117207","Radial Velocity",2004,2621.75000000000,13.40000000,669.34662514,3.7870000000,147.20,5732.00,1.074000,1.053000,32.35470000
"HATS-51 b","HATS-51","Transit",2017,3.34887020000,15.80469000,244.09344000,0.0463900000,1553.00,5758.00,1.440000,1.187000,389.57000000
"GJ 15 A c","GJ 15 A","Radial Velocity",2018,7600.00000000000,6.67000000,36.00000000,5.4000000000,46.14,3607.00,0.380000,0.380000,3.56228000
"K2-398 b","K2-398","Transit",2022,6.39302500000,2.27400000,5.79000000,,,5946.00,1.239000,0.945000,606.99200000
"HD 204313 b","HD 204313","Radial Velocity",2010,2041.11539000000,12.90000000,1466.77809830,3.1850000000,163.43,5767.00,1.100000,1.030000,47.79450000
"Kepler-261 b","Kepler-261","Transit",2014,10.38122700000,2.18000000,5.39000000,0.0880000000,672.00,5098.00,0.794000,0.834000,317.49900000
"TOI-1782.02","TOI-1782","Transit",2024,1.82902422700,1.83900000,4.04000000,0.0257390000,974.95,4336.00,0.669000,0.680000,95.26490000
"WASP-119 b","WASP-119","Transit",2016,2.49979000000,15.69260000,390.93090000,0.0363000000,1600.00,5650.00,1.200000,1.020000,302.44800000
"Kepler-382 c","Kepler-382","Transit",2014,12.16270100000,1.59000000,3.15000000,0.0970000000,882.00,5600.00,0.945000,1.002000,935.44600000
"K2-246 b","K2-246","Transit",2018,5.76918000000,3.49000000,12.00000000,0.0602000000,977.00,5610.00,0.940000,0.870000,703.61600000
"TOI-1453 b","TOI-1453","Transit",2025,4.31352250000,1.17300000,2.32000000,,944.20,4975.00,0.720000,0.715000,78.74150000
"BD+20 2457 b","BD+20 2457","Radial Velocity",2009,379.63000000000,12.10000000,6807.63000000,1.4500000000,1159.67,4137.00,49.000000,2.800000,1539.71000000
"Kepler-1400 b","Kepler-1400","Transit",2016,9.06689421000,1.62000000,3.26000000,0.0771000000,725.00,5044.00,0.780000,0.830000,752.23700000
"Kepler-18 b","Kepler-18","Transit",2011,3.50472500000,2.00000000,6.90000000,0.0447000000,1165.00,5345.00,1.108000,0.972000,433.04700000
"HD 103949 b","HD 103949","Radial Velocity",2019,120.87800000000,3.35000000,11.20000000,0.4390000000,302.65,4792.00,0.753113,0.770000,26.49970000
"K2-155 b","K2-155","Transit",2018,6.34200000000,1.80000000,3.89000000,0.0562000000,708.00,4258.00,0.580000,0.650000,72.79980000
"K2-238 b","K2-238","Transit",2018,3.20466000000,14.57170000,273.33380000,0.0460000000,1587.00,5630.00,1.590000,1.190000,537.96300000
"Kepler-705 b","Kepler-705","Transit",2016,56.05605380000,2.11000000,5.10000000,0.2320000000,265.00,3722.00,0.510000,0.530000,276.88100000
"TIC 434398831 b","TIC 434398831","Transit",2025,3.68550400000,3.51000000,12.10000000,0.0464100000,1250.00,5638.00,0.909000,0.992000,217.01100000
"TOI-6255 b","TOI-6255","Transit",2024,0.23818244000,1.07900000,1.44000000,,1256.46,3421.00,0.370000,0.353000,20.31670000
"K2-276 b","K2-276","Transit",2018,18.71826900000,3.77000000,13.70000000,0.1291000000,583.00,5139.00,0.850000,0.820000,488.15200000
"Kepler-1363 b","Kepler-1363","Transit",2016,2.94194094000,1.25000000,2.10000000,0.0363000000,988.00,4839.00,0.720000,0.760000,541.71400000
"Kepler-725 b","Kepler-725","Transit",2016,39.64372000000,10.80000000,81.60000000,0.2238000000,514.00,5395.00,0.880000,0.950000,758.46900000
